import time: self [us] | cumulative | imported package
import time:      3373 |       3373 |                                   scipy.stats.mvn
import time:      4777 |       4777 |                                   scipy.stats.stats
import time:     15070 |    7609643 |                                 scipy.stats
import time:     10437 |      10437 |                                     dateutil._version
import time:      4291 |      14727 |                                   dateutil
import time:      9553 |       9553 |                                     pandas.compat._constants
import time:      4088 |       4088 |                                         pandas.util
import time:     27977 |      32065 |                                       pandas.util.version
import time:      5809 |      37873 |                                     pandas.compat.numpy
import time:      6441 |       6441 |                                       pyarrow
import time:      5049 |      11489 |                                     pandas.compat.pyarrow
import time:      4887 |      63800 |                                   pandas.compat
import time:     27777 |      27777 |                                       pandas._typing
import time:      3895 |       3895 |                                       pandas.util._exceptions
import time:     11295 |      42966 |                                     pandas._config.config
import time:      6263 |       6263 |                                     pandas._config.dates
import time:      3359 |       3359 |                                     pandas._config.display
import time:      4725 |      57312 |                                   pandas._config
import time:      5294 |       5294 |                                     pandas.core
import time:      4881 |       4881 |                                           pandas._libs.pandas_parser
import time:      3029 |       3029 |                                           pandas._libs.pandas_datetime
import time:      6179 |       6179 |                                                         pandas._libs._cyutility
import time:      4549 |      10727 |                                                       pandas._libs.tslibs.ccalendar
import time:      8556 |       8556 |                                                       pandas._libs.tslibs.np_datetime
import time:     16079 |      35362 |                                                     pandas._libs.tslibs.dtypes
import time:      5195 |       5195 |                                                       pandas._libs.tslibs.base
import time:      7730 |       7730 |                                                           pandas._libs.tslibs.nattype
import time:     10793 |      10793 |                                                               pandas.compat._optional
import time:      4867 |       4867 |                                                                   dateutil.tz._common
import time:     13724 |      13724 |                                                                   dateutil.tz._factories
import time:      5662 |       5662 |                                                                   dateutil.tz.win
import time:     12910 |      37161 |                                                                 dateutil.tz.tz
import time:      4110 |      41270 |                                                               dateutil.tz
import time:      4671 |       4671 |                                                               pytz.exceptions
import time:      6432 |       6432 |                                                               pytz.lazy
import time:      6933 |       6933 |                                                               pytz.tzinfo
import time:      5063 |       5063 |                                                               pytz.tzfile
import time:     27805 |     102964 |                                                             pandas._libs.tslibs.timezones
import time:      5940 |       5940 |                                                               pandas._libs.properties
import time:      5694 |      11633 |                                                             pandas.util._decorators
import time:     12140 |      12140 |                                                               _strptime
import time:      3916 |       3916 |                                                               pandas._config.localization
import time:      4825 |      20880 |                                                             pandas._libs.tslibs.fields
import time:     12897 |     148373 |                                                           pandas._libs.tslibs.timedeltas
import time:      8223 |       8223 |                                                           pandas._libs.tslibs.tzconversion
import time:     15953 |     180277 |                                                         pandas._libs.tslibs.timestamps
import time:      4880 |       4880 |                                                         dateutil.easter
import time:     38269 |     223425 |                                                       pandas._libs.tslibs.offsets
import time:      3007 |       3007 |                                                             dateutil._common
import time:     17257 |      20263 |                                                           dateutil.parser._parser
import time:      6760 |       6760 |                                                           dateutil.parser.isoparser
import time:      4086 |      31108 |                                                         dateutil.parser
import time:      7448 |       7448 |                                                         pandas._libs.tslibs.strptime
import time:      9272 |      47827 |                                                       pandas._libs.tslibs.parsing
import time:      8361 |     284807 |                                                     pandas._libs.tslibs.conversion
import time:      9368 |       9368 |                                                     pandas._libs.tslibs.period
import time:      4871 |       4871 |                                                     pandas._libs.tslibs.vectorized
import time:      4380 |     338786 |                                                   pandas._libs.tslibs
import time:       325 |     339111 |                                                 pandas._libs.tslibs.nattype
import time:      6898 |       6898 |                                                 pandas._libs.ops_dispatch
import time:      8668 |     354676 |                                               pandas._libs.missing
import time:     15412 |     370088 |                                             pandas._libs.hashtable
import time:     12417 |      12417 |                                             pandas._libs.algos
import time:     10358 |     392862 |                                           pandas._libs.interval
import time:     10044 |     410814 |                                         pandas._libs
import time:       655 |     411468 |                                       pandas._libs.tslibs
import time:      6326 |     417793 |                                     pandas.errors
import time:     10360 |     433446 |                                   pandas.core.config_init
import time:      6073 |       6073 |                                       pandas.core.dtypes
import time:      1858 |       1858 |                                         pyarrow
import time:     11343 |      13201 |                                       pandas._libs.lib
import time:      5977 |       5977 |                                         pandas.core.dtypes.generic
import time:      7480 |      13457 |                                       pandas.core.dtypes.base
import time:      5312 |       5312 |                                       pandas.core.dtypes.inference
import time:     17528 |      55568 |                                     pandas.core.dtypes.dtypes
import time:      6963 |       6963 |                                       pandas.core.dtypes.common
import time:      5748 |      12711 |                                     pandas.core.dtypes.missing
import time:      5243 |       5243 |                                           pandas.io
import time:      4998 |      10241 |                                         pandas.io._util
import time:      8048 |      18288 |                                       pandas.core.dtypes.cast
import time:      6616 |       6616 |                                         pandas.core.dtypes.astype
import time:      5689 |      12304 |                                       pandas.core.dtypes.concat
import time:      3334 |       3334 |                                         pandas.core.array_algos
import time:     11951 |      11951 |                                             pandas.core.col
import time:      4317 |      16268 |                                           pandas.core.common
import time:      6333 |      22601 |                                         pandas.core.construction
import time:      7863 |      33797 |                                       pandas.core.array_algos.take
import time:      6267 |       6267 |                                         pandas.core.indexers.utils
import time:      4137 |      10403 |                                       pandas.core.indexers
import time:      7019 |      81811 |                                     pandas.core.algorithms
import time:      8430 |       8430 |                                         pandas.core.arrays.arrow.accessors
import time:      8551 |       8551 |                                           pandas.core.missing
import time:      7520 |       7520 |                                               pandas._libs.ops
import time:      3842 |       3842 |                                               pandas.core.roperator
import time:      5171 |       5171 |                                               pandas.core.computation
import time:      6129 |       6129 |                                                 pandas.core.computation.check
import time:      7706 |      13835 |                                               pandas.core.computation.expressions
import time:      6457 |       6457 |                                               pandas.core.ops.missing
import time:      3707 |       3707 |                                               pandas.core.ops.dispatch
import time:      2910 |       2910 |                                               pandas.core.ops.invalid
import time:      7705 |      51143 |                                             pandas.core.ops.array_ops
import time:      4434 |       4434 |                                             pandas.core.ops.common
import time:      7319 |       7319 |                                             pandas.core.ops.docstrings
import time:      3389 |       3389 |                                             pandas.core.ops.mask_ops
import time:      4152 |      70435 |                                           pandas.core.ops
import time:     11043 |      11043 |                                           pandas.core.arraylike
import time:      5712 |       5712 |                                           pandas.core.arrays._arrow_string_mixins
import time:      5607 |       5607 |                                           pandas.core.arrays._utils
import time:     11560 |      11560 |                                               pandas.util._validators
import time:     11302 |      22862 |                                             pandas.compat.numpy.function
import time:      8770 |       8770 |                                             pandas.core.array_algos.quantile
import time:      8910 |       8910 |                                             pandas.core.sorting
import time:     15782 |      56322 |                                           pandas.core.arrays.base
import time:     13708 |      13708 |                                             pandas.core.nanops
import time:      4445 |       4445 |                                             pandas.core.array_algos.masked_accumulations
import time:      6375 |       6375 |                                             pandas.core.array_algos.masked_reductions
import time:      3600 |       3600 |                                             pandas.core.array_algos.transforms
import time:      3351 |       3351 |                                               pandas.core.util
import time:      5242 |       5242 |                                               pandas._libs.hashing
import time:      8003 |      16595 |                                             pandas.core.util.hashing
import time:      9242 |      53964 |                                           pandas.core.arrays.masked
import time:      7909 |       7909 |                                             pandas._libs.arrays
import time:      7019 |       7019 |                                               pandas.core.arrays.numeric
import time:      4641 |      11660 |                                             pandas.core.arrays.floating
import time:      4925 |       4925 |                                             pandas.core.arrays.integer
import time:      8741 |       8741 |                                               pandas.core.arrays._mixins
import time:      3157 |       3157 |                                                 pandas.core.strings
import time:      8132 |      11289 |                                               pandas.core.strings.object_array
import time:      7682 |      27711 |                                             pandas.core.arrays.numpy_
import time:      3599 |       3599 |                                             pandas.io.formats
import time:      7878 |       7878 |                                               pandas.io.formats.console
import time:      5638 |      13516 |                                             pandas.io.formats.printing
import time:      9838 |      79156 |                                           pandas.core.arrays.string_
import time:      4216 |       4216 |                                             pandas.tseries
import time:     10252 |      14468 |                                           pandas.tseries.frequencies
import time:     12960 |     318215 |                                         pandas.core.arrays.arrow.array
import time:      5453 |     332097 |                                       pandas.core.arrays.arrow
import time:      4976 |       4976 |                                       pandas.core.arrays.boolean
import time:      5875 |       5875 |                                         pandas.core.accessor
import time:      8303 |       8303 |                                         pandas.core.base
import time:     16268 |      30445 |                                       pandas.core.arrays.categorical
import time:      6919 |       6919 |                                         pandas._libs.tslib
import time:      6178 |       6178 |                                           pandas.core.array_algos.datetimelike_accumulations
import time:      8933 |      15110 |                                         pandas.core.arrays.datetimelike
import time:      3659 |       3659 |                                         pandas.core.arrays._ranges
import time:      3763 |       3763 |                                         pandas.tseries.offsets
import time:      9711 |      39161 |                                       pandas.core.arrays.datetimes
import time:      6074 |       6074 |                                         pandas.core.arrays.timedeltas
import time:     12078 |      18152 |                                       pandas.core.arrays.interval
import time:     12878 |      12878 |                                       pandas.core.arrays.period
import time:      8178 |       8178 |                                             pandas._libs.sparse
import time:      9184 |      17362 |                                           pandas.core.arrays.sparse.array
import time:      6499 |      23860 |                                         pandas.core.arrays.sparse.accessor
import time:      7737 |      31597 |                                       pandas.core.arrays.sparse
import time:      9752 |       9752 |                                       pandas.core.arrays.string_arrow
import time:      7493 |     486547 |                                     pandas.core.arrays
import time:      4086 |       4086 |                                     pandas.core.flags
import time:      9272 |       9272 |                                           pandas._libs.internals
import time:      3521 |       3521 |                                             pandas.core._numba
import time:      4507 |       4507 |                                             pandas.core.util.numba_
import time:     12939 |      20965 |                                           pandas.core._numba.executor
import time:     18142 |      48378 |                                         pandas.core.apply
import time:      4539 |       4539 |                                           pandas.errors.cow
import time:      3616 |       3616 |                                               pandas._libs.indexing
import time:      3500 |       3500 |                                                 pandas.core.indexes
import time:     18863 |      18863 |                                                   pandas._libs.index
import time:      6635 |       6635 |                                                   pandas._libs.writers
import time:     11700 |      11700 |                                                   pandas._libs.join
import time:      3682 |       3682 |                                                   pandas.core.array_algos.putmask
import time:      3336 |       3336 |                                                   pandas.core.indexes.frozen
import time:      9138 |       9138 |                                                   pandas.core.strings.accessor
import time:     16468 |      69819 |                                                 pandas.core.indexes.base
import time:      5491 |       5491 |                                                   pandas.core.indexes.extension
import time:      8067 |      13558 |                                                 pandas.core.indexes.category
import time:      6165 |       6165 |                                                     pandas.core.indexes.range
import time:      5633 |       5633 |                                                       pandas.core.tools
import time:      7044 |      12676 |                                                     pandas.core.tools.timedeltas
import time:     13479 |      32319 |                                                   pandas.core.indexes.datetimelike
import time:      3991 |       3991 |                                                   pandas.core.tools.times
import time:      9411 |      45720 |                                                 pandas.core.indexes.datetimes
import time:     15855 |      15855 |                                                   pandas.core.indexes.multi
import time:      5902 |       5902 |                                                   pandas.core.indexes.timedeltas
import time:      9130 |      30886 |                                                 pandas.core.indexes.interval
import time:      8760 |       8760 |                                                 pandas.core.indexes.period
import time:     10080 |     182321 |                                               pandas.core.indexes.api
import time:     13221 |     199157 |                                             pandas.core.indexing
import time:      5301 |       5301 |                                             pandas.core.sample
import time:      5102 |       5102 |                                             pandas.core.array_algos.replace
import time:     10317 |      10317 |                                                 pandas.core.internals.blocks
import time:      4729 |      15045 |                                               pandas.core.internals.api
import time:      4610 |       4610 |                                                   pandas.core.internals.ops
import time:     11711 |      16320 |                                                 pandas.core.internals.managers
import time:      4185 |      20504 |                                               pandas.core.internals.concat
import time:      3249 |      38797 |                                             pandas.core.internals
import time:      4945 |       4945 |                                               pandas.core.methods
import time:      3187 |       3187 |                                                 pandas.core.reshape
import time:      7227 |      10413 |                                               pandas.core.reshape.concat
import time:      7460 |       7460 |                                                   gzip
import time:     12126 |      19586 |                                                 pandas.io.common
import time:     10570 |      30156 |                                               pandas.io.formats.format
import time:      7775 |      53288 |                                             pandas.core.methods.describe
import time:      5603 |       5603 |                                             pandas.core.shared_docs
import time:      5052 |       5052 |                                                   pandas._libs.window
import time:     10804 |      15856 |                                                 pandas._libs.window.aggregations
import time:      7600 |       7600 |                                                   pandas._libs.window.indexers
import time:      5969 |      13569 |                                                 pandas.core.indexers.objects
import time:      3896 |       3896 |                                                 pandas.core.window.common
import time:      7693 |       7693 |                                                 pandas.core.window.numba_
import time:      4722 |       4722 |                                                 pandas.core.window.online
import time:      8904 |       8904 |                                                 pandas.core.window.rolling
import time:      5894 |      60531 |                                               pandas.core.window.ewm
import time:      7084 |       7084 |                                               pandas.core.window.expanding
import time:      4014 |      71629 |                                             pandas.core.window
import time:     18924 |     397798 |                                           pandas.core.generic
import time:      6219 |       6219 |                                           pandas.core.internals.construction
import time:      5990 |       5990 |                                           pandas.core.methods.selectn
import time:      4888 |       4888 |                                             pandas.core.tools.numeric
import time:      4215 |       9103 |                                           pandas.core.reshape.melt
import time:     16715 |      16715 |                                             pandas._libs.reshape
import time:     31606 |      31606 |                                             pandas.core.indexes.accessors
import time:      5605 |       5605 |                                               pandas.arrays
import time:     10002 |      15606 |                                             pandas.core.tools.datetimes
import time:      9301 |       9301 |                                             pandas.io.formats.info
import time:      5623 |       5623 |                                               pandas.plotting._core
import time:      5970 |       5970 |                                               pandas.plotting._misc
import time:      7221 |      18813 |                                             pandas.plotting
import time:     46271 |     138309 |                                           pandas.core.series
import time:     40853 |     602810 |                                         pandas.core.frame
import time:     13758 |      13758 |                                         pandas.core.groupby.base
import time:     10141 |      10141 |                                           pandas._libs.groupby
import time:      4639 |       4639 |                                           pandas.core.groupby.numba_
import time:      4836 |       4836 |                                               pandas.core.groupby.categorical
import time:      5313 |      10149 |                                             pandas.core.groupby.grouper
import time:      9097 |      19245 |                                           pandas.core.groupby.ops
import time:      6403 |       6403 |                                           pandas.core.groupby.indexing
import time:     11978 |      52404 |                                         pandas.core.groupby.groupby
import time:     17529 |     734877 |                                       pandas.core.groupby.generic
import time:      4388 |     739265 |                                     pandas.core.groupby
import time:      5937 |    1385922 |                                   pandas.core.api
import time:      5676 |       5676 |                                   pandas.tseries.api
import time:      4069 |       4069 |                                           pandas.core.computation.common
import time:      7236 |      11305 |                                         pandas.core.computation.align
import time:      6104 |       6104 |                                           pandas.core.computation.scope
import time:     12574 |      18678 |                                         pandas.core.computation.ops
import time:      9912 |      39895 |                                       pandas.core.computation.engines
import time:      5828 |       5828 |                                         pandas.core.computation.parsing
import time:     15752 |      21580 |                                       pandas.core.computation.expr
import time:      3918 |      65391 |                                     pandas.core.computation.eval
import time:      3299 |      68690 |                                   pandas.core.computation.api
import time:      5125 |       5125 |                                     pandas.core.reshape.encoding
import time:     11813 |      11813 |                                     pandas.core.reshape.merge
import time:      7655 |       7655 |                                     pandas.core.reshape.pivot
import time:      6720 |       6720 |                                     pandas.core.reshape.tile
import time:      3894 |      35205 |                                   pandas.core.reshape.api
import time:     12779 |      12779 |                                     pandas.api.executors
import time:      4543 |       4543 |                                     pandas.api.extensions
import time:      9044 |       9044 |                                     pandas.api.indexers
import time:      5384 |       5384 |                                         pandas.core.interchange
import time:     10584 |      15968 |                                       pandas.core.interchange.dataframe_protocol
import time:      6732 |       6732 |                                         pandas.core.interchange.utils
import time:      5723 |      12454 |                                       pandas.core.interchange.from_dataframe
import time:      4972 |      33394 |                                     pandas.api.interchange
import time:      4625 |       4625 |                                       pandas.core.dtypes.api
import time:      4568 |       9193 |                                     pandas.api.types
import time:      8328 |       8328 |                                       pandas.core.resample
import time:      5648 |       5648 |                                             pandas._libs.json
import time:      8334 |       8334 |                                             pandas.io.json._normalize
import time:      5436 |       5436 |                                             pandas.io.json._table_schema
import time:     20544 |      20544 |                                                   pandas._libs.parsers
import time:     15429 |      15429 |                                                     pandas.io.parsers.base_parser
import time:      4542 |      19971 |                                                   pandas.io.parsers.arrow_parser_wrapper
import time:     18489 |      18489 |                                                   pandas.io.parsers.c_parser_wrapper
import time:     13274 |      13274 |                                                   pandas.io.parsers.python_parser
import time:     17770 |      90046 |                                                 pandas.io.parsers.readers
import time:      7601 |      97647 |                                               pandas.io.parsers
import time:       296 |      97942 |                                             pandas.io.parsers.readers
import time:      8898 |     126256 |                                           pandas.io.json._json
import time:      5985 |     132241 |                                         pandas.io.json
import time:      1050 |     133291 |                                       pandas.io.json._json
import time:      7235 |       7235 |                                           pandas.io.sas.sasreader
import time:      7592 |      14827 |                                         pandas.io.sas
import time:       385 |      15211 |                                       pandas.io.sas.sasreader
import time:     20143 |      20143 |                                       pandas.io.stata
import time:      8117 |     185089 |                                     pandas.api.typing
import time:      5488 |     259526 |                                   pandas.api
import time:      7909 |       7909 |                                       pandas._testing._io
import time:     15034 |      15034 |                                       pandas._testing._warnings
import time:       596 |        596 |                                           cmath
import time:      8101 |       8696 |                                         pandas._libs.testing
import time:      8119 |      16814 |                                       pandas._testing.asserters
import time:      4297 |       4297 |                                       pandas._testing.compat
import time:      5805 |       5805 |                                       pandas._testing.contexts
import time:     16716 |      66574 |                                     pandas._testing
import time:      4479 |      71053 |                                   pandas.testing
import time:      4338 |       4338 |                                   pandas.util._print_versions
import time:      4874 |       4874 |                                     pandas.io.clipboards
import time:      3668 |       3668 |                                         pandas.io.excel._util
import time:      5915 |       5915 |                                         pandas.io.excel._calamine
import time:      6601 |       6601 |                                         pandas.io.excel._odfreader
import time:      5269 |       5269 |                                         pandas.io.excel._openpyxl
import time:      5712 |       5712 |                                         pandas.io.excel._pyxlsb
import time:      6052 |       6052 |                                         pandas.io.excel._xlrd
import time:     11401 |      44614 |                                       pandas.io.excel._base
import time:      4425 |       4425 |                                       pandas.io.excel._odswriter
import time:      7565 |       7565 |                                       pandas.io.excel._xlsxwriter
import time:      5127 |      61731 |                                     pandas.io.excel
import time:      4003 |       4003 |                                     pandas.io.feather_format
import time:      7043 |       7043 |                                     pandas.io.html
import time:      6830 |       6830 |                                     pandas.io.iceberg
import time:      3767 |       3767 |                                     pandas.io.orc
import time:      7354 |       7354 |                                     pandas.io.parquet
import time:      3382 |       3382 |                                       pandas.compat.pickle_compat
import time:      6846 |      10228 |                                     pandas.io.pickle
import time:      7995 |       7995 |                                       pandas.core.computation.pytables
import time:     20906 |      28901 |                                     pandas.io.pytables
import time:      3864 |       3864 |                                     pandas.io.spss
import time:     13725 |      13725 |                                     pandas.io.sql
import time:      5622 |       5622 |                                     pandas.io.xml
import time:      8583 |     166519 |                                   pandas.io.api
import time:      5636 |       5636 |                                   pandas.util._tester
import time:      4315 |       4315 |                                   pandas._version_meson
import time:     11286 |    2587445 |                                 pandas
import time:      3071 |       3071 |                                   sklearn.externals._packaging
import time:      5789 |       5789 |                                   sklearn.externals._packaging._structures
import time:     10147 |      19007 |                                 sklearn.externals._packaging.version
import time:      6032 |       6032 |                                     ctypes.util
import time:     10632 |      16663 |                                   threadpoolctl
import time:      7524 |      24187 |                                 sklearn.utils.parallel
import time:      4047 |       4047 |                                 pyarrow
import time:     15239 |   11677667 |                               sklearn.utils.fixes
import time:      8348 |   12797608 |                             sklearn.utils._array_api
import time:      4716 |       4716 |                               sklearn._cyutility
import time:      5255 |       9970 |                             sklearn.utils._isfinite
import time:     25208 |      25208 |                             sklearn.utils._tags
import time:     17493 |   13331579 |                           sklearn.utils.validation
import time:      6937 |   14116816 |                         sklearn.utils._param_validation
import time:      3629 |   14120445 |                       sklearn.utils._chunking
import time:      3707 |       3707 |                           sklearn.utils.deprecation
import time:      7649 |       7649 |                             sklearn.utils.sparsefuncs_fast
import time:      5097 |      12746 |                           sklearn.utils.sparsefuncs
import time:      7701 |      24154 |                         sklearn.utils.extmath
import time:      5855 |      30008 |                       sklearn.utils._indexing
import time:      3795 |       3795 |                         sklearn.utils._missing
import time:      3435 |       7229 |                       sklearn.utils._mask
import time:      6064 |       6064 |                         sklearn.utils._repr_html
import time:      5430 |      11494 |                       sklearn.utils._repr_html.base
import time:     11296 |      11296 |                       sklearn.utils._repr_html.estimator
import time:     13866 |      13866 |                       sklearn.utils.class_weight
import time:      7619 |       7619 |                       sklearn.utils.discovery
import time:      4548 |       4548 |                       sklearn.utils.murmurhash
import time:      7614 |   14233871 |                     sklearn.utils
import time:       284 |   14234154 |                   sklearn.utils._metadata_requests
import time:      2222 |       2222 |                     sklearn.externals._numpydoc
import time:      7074 |       7074 |                     sklearn.externals._numpydoc.docscrape
import time:      8620 |      17915 |                   sklearn.utils._repr_html.params
import time:      3458 |       3458 |                     sklearn.utils._available_if
import time:      8366 |      11823 |                   sklearn.utils._set_output
import time:      9395 |   14277579 |                 sklearn.base
import time:      5565 |       5565 |                   sklearn.utils._openmp_helpers
import time:      5467 |      11031 |                 sklearn.utils._show_versions
import time:      8029 |   14328700 |               sklearn
import time:      3961 |       3961 |                   sklearn.utils._random
import time:      6043 |      10004 |                 sklearn.utils._seq_dataset
import time:     11411 |      21414 |               sklearn.linear_model._base
import time:      9069 |       9069 |               sklearn.linear_model._bayes
import time:      6145 |       6145 |                   sklearn.utils._cython_blas
import time:      7496 |      13640 |                 sklearn.linear_model._cd_fast
import time:      4766 |       4766 |                         sklearn.metrics.cluster._bicluster
import time:      6520 |       6520 |                           sklearn.metrics.cluster._expected_mutual_info_fast
import time:      3112 |       3112 |                             sklearn.utils._unique
import time:      4151 |       7263 |                           sklearn.utils.multiclass
import time:      6185 |      19966 |                         sklearn.metrics.cluster._supervised
import time:     10372 |      10372 |                                 sklearn.metrics._dist_metrics
import time:      7924 |       7924 |                                     sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:      7027 |      14951 |                                   sklearn.metrics._pairwise_distances_reduction._base
import time:      5413 |       5413 |                                   sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:      5860 |       5860 |                                   sklearn.utils._heap
import time:      4543 |       4543 |                                   sklearn.utils._sorting
import time:      5117 |      35882 |                                 sklearn.metrics._pairwise_distances_reduction._argkmin
import time:      4062 |       4062 |                                 sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:      5404 |       5404 |                                   sklearn.utils._vector_sentinel
import time:      8957 |      14360 |                                 sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:      6032 |       6032 |                                 sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:     33410 |     104115 |                               sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:      3755 |     107869 |                             sklearn.metrics._pairwise_distances_reduction
import time:      7462 |       7462 |                             sklearn.metrics._pairwise_fast
import time:      9416 |       9416 |                                   sklearn.utils._encode
import time:      7643 |      17059 |                                 sklearn.preprocessing._encoders
import time:     37246 |      54304 |                               sklearn.preprocessing._data
import time:      4171 |       4171 |                                 sklearn.utils.stats
import time:     11846 |      16017 |                               sklearn.preprocessing._discretization
import time:      4875 |       4875 |                                 sklearn.utils.metaestimators
import time:     11650 |      16525 |                               sklearn.preprocessing._function_transformer
import time:     13459 |      13459 |                               sklearn.preprocessing._label
import time:      7794 |       7794 |                                 sklearn.preprocessing._csr_polynomial_expansion
import time:     14977 |      22771 |                               sklearn.preprocessing._polynomial
import time:      5458 |       5458 |                                 sklearn.preprocessing._target_encoder_fast
import time:      6650 |      12107 |                               sklearn.preprocessing._target_encoder
import time:      8313 |     143493 |                             sklearn.preprocessing
import time:      9586 |     268409 |                           sklearn.metrics.pairwise
import time:      8364 |     276772 |                         sklearn.metrics.cluster._unsupervised
import time:      8155 |     309658 |                       sklearn.metrics.cluster
import time:      8438 |       8438 |                       sklearn.metrics._classification
import time:      5597 |       5597 |                         sklearn.metrics._plot
import time:      4540 |       4540 |                         sklearn.utils._optional_dependencies
import time:      4344 |       4344 |                           sklearn.utils._response
import time:      6918 |      11262 |                         sklearn.utils._plotting
import time:      5498 |      26896 |                       sklearn.metrics._plot.confusion_matrix
import time:      4695 |       4695 |                           sklearn.metrics._base
import time:     13129 |      17823 |                         sklearn.metrics._ranking
import time:      3983 |      21805 |                       sklearn.metrics._plot.det_curve
import time:      7960 |       7960 |                       sklearn.metrics._plot.precision_recall_curve
import time:      3743 |       3743 |                       sklearn.metrics._plot.regression
import time:      4529 |       4529 |                       sklearn.metrics._plot.roc_curve
import time:     11451 |      11451 |                       sklearn.metrics._regression
import time:     32570 |      32570 |                       sklearn.metrics._scorer
import time:      5957 |     433003 |                     sklearn.metrics
import time:     15788 |      15788 |                     sklearn.model_selection._split
import time:     14313 |     463104 |                   sklearn.model_selection._classification_threshold
import time:     16602 |      16602 |                     sklearn.model_selection._validation
import time:      7473 |      24074 |                   sklearn.model_selection._plot
import time:     47592 |      47592 |                     sklearn.utils.random
import time:     39159 |      86751 |                   sklearn.model_selection._search
import time:      7147 |     581074 |                 sklearn.model_selection
import time:     39350 |     634063 |               sklearn.linear_model._coordinate_descent
import time:     11732 |      11732 |                         sklearn._loss._loss
import time:     11913 |      11913 |                         sklearn._loss.link
import time:      9799 |      33443 |                       sklearn._loss.loss
import time:      7399 |      40842 |                     sklearn._loss
import time:       285 |      41127 |                   sklearn._loss.loss
import time:      9698 |       9698 |                     sklearn.linear_model._linear_loss
import time:      4224 |       4224 |                     sklearn.utils.optimize
import time:      6494 |      20416 |                   sklearn.linear_model._glm._newton_solver
import time:     16089 |      77631 |                 sklearn.linear_model._glm.glm
import time:     14751 |      92382 |               sklearn.linear_model._glm
import time:      8175 |       8175 |               sklearn.linear_model._huber
import time:      4351 |       4351 |                 sklearn.utils.arrayfuncs
import time:     25620 |      29971 |               sklearn.linear_model._least_angle
import time:      5797 |       5797 |                   sklearn.linear_model._sag_fast
import time:      5476 |      11273 |                 sklearn.linear_model._sag
import time:      5528 |       5528 |                     sklearn.svm._bounds
import time:      8597 |       8597 |                         sklearn.svm._liblinear
